,First_pokemon,Second_pokemon,Winner
3173,Vulpix,Relicanth,Vulpix
3174,Grimer,Bidoof,Bidoof
3175,Scyther,Skrelp,Scyther
3176,Plusle,Bergmite,Plusle
3177,Bunnelby,Regice,Bunnelby
3178,Archen,Dialga,Dialga
3179,Mudkip,Togepi,Mudkip
3180,Moltres,Kricketot,Moltres
3181,Spritzee,Grimer,Grimer
3182,Spiritomb,Ponyta,Ponyta
3183,Sableye,Skitty,Skitty
3184,Klefki,Meowth,Meowth
3185,Suicune,Wingull,Wingull
3186,Woobat,Meditite,Woobat
3187,Houndour,Cryogonal,Cryogonal
3188,Alomomola,Igglybuff,Alomomola
3189,Venipede,Sunkern,Venipede
3190,Vanillite,Pidove,Vanillite
3191,Cottonee,Cranidos,Cottonee
3192,Tropius,Patrat,Tropius
3193,Miltank,Amaura,Miltank
3194,Bidoof,Lotad,Bidoof
3195,Snorunt,Shuckle,Snorunt
3196,Pidgey,Chikorita,Pidgey
3197,Qwilfish,Gothita,Qwilfish
3198,Pidgey,Bunnelby,Bunnelby
3199,Scyther,Starly,Scyther
3200,Tentacool,Spinda,Tentacool
3201,Audino,Teddiursa,Audino
3202,Ralts,Aron,Ralts
3203,Elekid,Castform,Elekid
3204,Pichu,Rotom,Rotom
3205,Lunatone,Kyurem,Kyurem
3206,Axew,Regice,Axew
3207,Smoochum,Girafarig,Girafarig
3208,Kyurem,Pansage,Kyurem
3209,Snorunt,Misdreavus,Misdreavus
3210,Sandile,Groudon,Groudon
3211,Wailmer,Staryu,Staryu
3212,Carbink,Eevee,Eevee
3213,Shieldon,Bulbasaur,Bulbasaur
3214,Venonat,Budew,Budew
3215,Sawk,Houndour,Sawk
3216,Elgyem,Oddish,Oddish
3217,Voltorb,Exeggcute,Voltorb
3218,Regirock,Mudkip,Regirock
3219,Beldum,Phione,Phione
3220,Cryogonal,Sandile,Cryogonal
3221,Skrelp,Swinub,Swinub
3222,Emolga,Rufflet,Emolga
3223,Squirtle,Ho-oh,Ho-oh
3224,Lapras,Turtwig,Lapras
3225,Ekans,Shinx,Ekans
3226,Mewtwo,Foongus,Mewtwo
3227,Kabuto,Petilil,Kabuto
3228,Skrelp,Smeargle,Skrelp
3229,Qwilfish,Pidove,Qwilfish
3230,Woobat,Latias,Latias
3231,Sewaddle,Cubone,Sewaddle
3232,Elekid,Heatmor,Elekid
3233,Poochyena,Pidgey,Pidgey
3234,Hoppip,Golett,Hoppip
3235,Regigigas,Sneasel,Sneasel
3236,Ducklett,Litleo,Litleo
3237,Smoochum,Torkoal,Torkoal
3238,Skarmory,Tentacool,Tentacool
3239,Anorith,Meowth,Meowth
3240,Reshiram,Sentret,Reshiram
3241,Suicune,Munna,Suicune
3242,Aipom,Mesprit,Aipom
3243,Swinub,Cobalion,Cobalion
3244,Delibird,Groudon,Groudon
3245,Shinx,Dwebble,Dwebble
3246,Tauros,Inkay,Tauros
3247,Dialga,Zekrom,Zekrom
3248,Karrablast,Zapdos,Zapdos
3249,Druddigon,Diglett,Druddigon
3250,Gulpin,Relicanth,Relicanth
3251,Sableye,Baltoy,Baltoy
3252,Snivy,Surskit,Surskit
3253,Murkrow,Deino,Murkrow
3254,Joltik,Emolga,Emolga
3255,Onix,Kangaskhan,Kangaskhan
3256,Dedenne,Voltorb,Dedenne
3257,Chatot,Surskit,Chatot
3258,Kabuto,Panpour,Panpour
3259,Shuppet,Tentacool,Tentacool
3260,Tympole,Smoochum,Smoochum
3261,Patrat,Larvitar,Patrat
3262,Hoothoot,Cyndaquil,Cyndaquil
3263,Grimer,Pidove,Pidove
3264,Miltank,Remoraid,Miltank
3265,Joltik,Wailmer,Joltik
3266,Cubchoo,Taillow,Taillow
3267,Frillish,Kabuto,Kabuto
3268,Slowpoke,Luvdisc,Slowpoke
3269,Gastly,Groudon,Groudon
3270,Barboach,Combee,Combee
3271,Audino,Murkrow,Murkrow
3272,Lickitung,Dwebble,Dwebble
3273,Zangoose,Munna,Zangoose
3274,Gastly,Pineco,Pineco
3275,Swablu,Azelf,Azelf
3276,Goomy,Axew,Axew
3277,Mantyke,Beldum,Mantyke
3278,Jirachi,Minun,Jirachi
3279,Ralts,Wailmer,Wailmer
3280,Audino,Patrat,Audino
3281,Rattata,Scraggy,Rattata
3282,Seviper,Dialga,Dialga
3283,Growlithe,Yamask,Growlithe
3284,Cherubi,Torchic,Torchic
3285,Nosepass,Spearow,Spearow
3286,Regice,Surskit,Surskit
3287,Patrat,Igglybuff,Patrat
3288,Spheal,Throh,Throh
3289,Meditite,Horsea,Horsea
3290,Mewtwo,Patrat,Mewtwo
3291,Eevee,Kecleon,Eevee
3292,Slugma,Finneon,Finneon
3293,Spheal,Diancie,Diancie
3294,Croagunk,Tauros,Tauros
3295,Petilil,Sandile,Sandile
3296,Taillow,Weedle,Taillow
3297,Shelmet,Ferroseed,Shelmet
3298,Corsola,Castform,Castform
3299,Oddish,Clamperl,Clamperl
3300,Azelf,Rotom,Rotom
3301,Hoothoot,Weedle,Weedle
3302,Mudkip,Slakoth,Mudkip
3303,Raikou,Nincada,Raikou
3304,Pichu,Caterpie,Pichu
3305,Fennekin,Volcanion,Volcanion
3306,Karrablast,Bagon,Karrablast
3307,Lileep,Wurmple,Lileep
3308,Diglett,Litleo,Diglett
3309,Sandile,Volbeat,Volbeat
3310,Slugma,Bidoof,Bidoof
3311,Miltank,Seviper,Miltank
3312,Azelf,Dwebble,Azelf
3313,Goomy,Larvitar,Larvitar
3314,Munchlax,Ferroseed,Ferroseed
3315,Zapdos,Spinda,Zapdos
3316,Sigilyph,Tangela,Sigilyph
3317,Smeargle,Kecleon,Kecleon
3318,Heatmor,Growlithe,Heatmor
3319,Heracross,Phione,Heracross
3320,Noibat,Fletchling,Fletchling
3321,Nincada,Turtwig,Nincada
3322,Spheal,Stantler,Stantler
3323,Suicune,Qwilfish,Qwilfish
3324,Regice,Cubone,Regice
3325,Blitzle,Tyrogue,Blitzle
3326,Yamask,Victini,Victini
3327,Joltik,Natu,Natu
3328,Skorupi,Axew,Skorupi
3329,Treecko,Rattata,Rattata
3330,Pansage,Kyogre,Kyogre
3331,Swinub,Skarmory,Skarmory
3332,Lugia,Axew,Lugia
3333,Zapdos,Wurmple,Zapdos
3334,Joltik,Timburr,Joltik
3335,Wynaut,Pidove,Pidove
3336,Cleffa,Skorupi,Skorupi
3337,Rhyhorn,Celebi,Celebi
3338,Electrike,Whismur,Electrike
3339,Pinsir,Cottonee,Pinsir
3340,Smeargle,Terrakion,Terrakion
3341,Azelf,Karrablast,Azelf
3342,Absol,Joltik,Absol
3343,Stantler,Minccino,Stantler
3344,Shelmet,Stantler,Stantler
3345,Venipede,Geodude,Geodude
3346,Larvitar,Meowth,Meowth
3347,Relicanth,Diancie,Relicanth
3348,Lileep,Drilbur,Drilbur
3349,Volbeat,Kricketot,Volbeat
3350,Rattata,Anorith,Anorith
3351,Skiddo,Snivy,Snivy
3352,Swablu,Corphish,Swablu
3353,Golett,Cherubi,Cherubi
3354,Minccino,Drowzee,Minccino
3355,Dunsparce,Groudon,Groudon
3356,Cyndaquil,Ponyta,Ponyta
3357,Wynaut,Mankey,Mankey
3358,Shieldon,Snubbull,Snubbull
3359,Goldeen,Munchlax,Munchlax
3360,Mesprit,Lunatone,Mesprit
3361,Nincada,Alomomola,Alomomola
3362,Horsea,Geodude,Horsea
3363,Wurmple,Victini,Victini
3364,Cobalion,Voltorb,Cobalion
3365,Sandile,Rhyhorn,Sandile
3366,Gastly,Wurmple,Gastly
3367,Volbeat,Genesect,Genesect
3368,Tentacool,Cubone,Tentacool
3369,Sunkern,Diancie,Diancie
3370,Mankey,Gastly,Gastly
3371,Heatmor,Meditite,Heatmor
3372,Cranidos,Azurill,Cranidos
3373,Zubat,Caterpie,Zubat
3374,Gligar,Glameow,Glameow
3375,Bouffalant,Weedle,Bouffalant
3376,Tynamo,Riolu,Riolu
3377,Budew,Victini,Victini
3378,Bonsly,Reshiram,Reshiram
3379,Tynamo,Hippopotas,Hippopotas
3380,Kecleon,Charmander,Charmander
3381,Lickitung,Foongus,Lickitung
3382,Snover,Lickitung,Snover
3383,Spinarak,Phantump,Phantump
3384,Bronzor,Pancham,Pancham
3385,Charmander,Pansear,Charmander
3386,Aron,Dialga,Dialga
3387,Igglybuff,Yamask,Yamask
3388,Slowpoke,Panpour,Slowpoke
3389,Magnemite,Diancie,Diancie
3390,Reshiram,Shuppet,Reshiram
3391,Chinchou,Jirachi,Jirachi
3392,Oshawott,Tyrogue,Oshawott
3393,Exeggcute,Kyurem,Kyurem
3394,Drifloon,Magnemite,Drifloon
3395,Natu,Clamperl,Natu
3396,Lapras,Cottonee,Cottonee
3397,Ekans,Raikou,Raikou
3398,Throh,Frillish,Frillish
3399,Cherubi,Kangaskhan,Kangaskhan
3400,Phanpy,Tympole,Tympole
3401,Ralts,Grimer,Ralts
3402,Doduo,Noibat,Doduo
3403,Paras,Lickitung,Lickitung
3404,Seel,Torchic,Torchic
3405,Tangela,Piplup,Tangela
3406,Anorith,Moltres,Moltres
3407,Ledyba,Surskit,Surskit
3408,Rhyhorn,Goomy,Goomy
3409,Bidoof,Dratini,Dratini
3410,Frillish,Zangoose,Zangoose
3411,Croagunk,Timburr,Croagunk
3412,Piplup,Buneary,Buneary
3413,Carvanha,Tepig,Carvanha
3414,Articuno,Victini,Victini
3415,Seviper,Zangoose,Zangoose
3416,Smoochum,Grimer,Grimer
3417,Munchlax,Venonat,Munchlax
3418,Budew,Cryogonal,Cryogonal
3419,Helioptile,Celebi,Celebi
3420,Articuno,Pancham,Articuno
3421,Cresselia,Stunfisk,Cresselia
3422,Zekrom,Aerodactyl,Aerodactyl
3423,Qwilfish,Tentacool,Qwilfish
3424,Trapinch,Mudkip,Mudkip
3425,Moltres,Cherubi,Moltres
3426,Jirachi,Binacle,Jirachi
3427,Pansear,Manaphy,Manaphy
3428,Diglett,Staryu,Diglett
3429,Stunky,Corphish,Stunky
3430,Tepig,Cubchoo,Tepig
3431,Magby,Qwilfish,Qwilfish
3432,Geodude,Regirock,Regirock
3433,Sneasel,Entei,Sneasel
3434,Zekrom,Honedge,Zekrom
3435,Celebi,Frillish,Celebi
3436,Squirtle,Lotad,Squirtle
3437,Kangaskhan,Piplup,Kangaskhan
3438,Mareep,Whismur,Mareep
3439,Raikou,Charmander,Raikou
3440,Blitzle,Wooper,Blitzle
3441,Stunfisk,Oddish,Stunfisk
3442,Drifloon,Lotad,Drifloon
3443,Lunatone,Delibird,Delibird
3444,Elgyem,Koffing,Koffing
3445,Trapinch,Woobat,Trapinch
3446,Geodude,Cryogonal,Geodude
3447,Corphish,Meditite,Meditite
3448,Buneary,Corphish,Buneary
3449,Yamask,Gastly,Gastly
3450,Volcanion,Bulbasaur,Volcanion
3451,Pawniard,Ho-oh,Ho-oh
3452,Dratini,Caterpie,Dratini
3453,Budew,Chinchou,Chinchou
3454,Ferroseed,Growlithe,Growlithe
3455,Wailmer,Psyduck,Wailmer
3456,Pidgey,Seviper,Seviper
3457,Exeggcute,Axew,Axew
3458,Numel,Drilbur,Drilbur
3459,Gastly,Wynaut,Gastly
3460,Plusle,Phione,Plusle
3461,Dwebble,Zubat,Zubat
3462,Trapinch,Delibird,Delibird
3463,Shelmet,Seviper,Seviper
3464,Murkrow,Paras,Murkrow
3465,Eevee,Ho-oh,Ho-oh
3466,Charmander,Jirachi,Jirachi
3467,Cobalion,Relicanth,Cobalion
3468,Elekid,Magby,Elekid
3469,Skitty,Barboach,Barboach
3470,Shuppet,Squirtle,Shuppet
3471,Rayquaza,Trubbish,Rayquaza
3472,Sunkern,Dunsparce,Dunsparce
3473,Mareep,Binacle,Binacle
3474,Mew,Fennekin,Mew
3475,Deino,Bunnelby,Bunnelby
3476,Stantler,Mesprit,Stantler
3477,Entei,Noibat,Entei
3478,Venonat,Spheal,Venonat
3479,Delibird,Pansage,Delibird
3480,Kangaskhan,Voltorb,Voltorb
3481,Minun,Castform,Minun
3482,Kecleon,Koffing,Kecleon
3483,Poochyena,Smeargle,Smeargle
3484,Zekrom,Shinx,Zekrom
3485,Registeel,Gothita,Registeel
3486,Miltank,Chikorita,Miltank
3487,Lapras,Ducklett,Lapras
3488,Lickitung,Murkrow,Murkrow
3489,Zorua,Chingling,Zorua
3490,Munna,Honedge,Honedge
3491,Pachirisu,Registeel,Pachirisu
3492,Spinarak,Cubchoo,Cubchoo
3493,Durant,Remoraid,Durant
3494,Cubone,Cherubi,Cherubi
3495,Snorunt,Litwick,Snorunt
3496,Sewaddle,Genesect,Genesect
3497,Ho-oh,Tynamo,Ho-oh
3498,Azurill,Chatot,Chatot
3499,Machop,Zorua,Zorua
3500,Elekid,Clamperl,Elekid
3501,Cubchoo,Happiny,Cubchoo
3502,Illumise,Woobat,Illumise
3503,Manaphy,Solrock,Manaphy
3504,Cacnea,Kricketot,Cacnea
3505,Sneasel,Ledyba,Sneasel
3506,Tympole,Magby,Magby
3507,Piplup,Snivy,Snivy
3508,Cyndaquil,Cubone,Cyndaquil
3509,Nosepass,Vullaby,Vullaby
3510,Goomy,Onix,Onix
3511,Sableye,Zangoose,Zangoose
3512,Gothita,Deino,Deino
3513,Ferroseed,Budew,Ferroseed
3514,Oddish,Celebi,Celebi
3515,Anorith,Fennekin,Anorith
3516,Axew,Pidove,Axew
3517,Espurr,Pansear,Espurr
3518,Gothita,Caterpie,Caterpie
3519,Electrike,Fletchling,Electrike
3520,Numel,Pansear,Pansear
3521,Bunnelby,Litleo,Litleo
3522,Smoochum,Skrelp,Smoochum
3523,Chespin,Zorua,Zorua
3524,Bergmite,Celebi,Celebi
3525,Pichu,Axew,Pichu
3526,Trapinch,Wynaut,Trapinch
3527,Vulpix,Slowpoke,Slowpoke
3528,Venonat,Yanma,Yanma
3529,Gligar,Poochyena,Gligar
3530,Kecleon,Yamask,Yamask
3531,Volbeat,Noibat,Volbeat
3532,Spritzee,Pachirisu,Pachirisu
3533,Scyther,Snubbull,Scyther
3534,Chimchar,Suicune,Suicune
3535,Carvanha,Trubbish,Trubbish
3536,Onix,Beldum,Beldum
3537,Espurr,Torchic,Espurr
3538,Dedenne,Larvesta,Dedenne
3539,Duskull,Gligar,Gligar
3540,Trapinch,Geodude,Geodude
3541,Caterpie,Zekrom,Zekrom
3542,Lickitung,Sableye,Sableye
3543,Mantyke,Lickitung,Mantyke
3544,Cresselia,Cryogonal,Cryogonal
3545,Swirlix,Bulbasaur,Swirlix
3546,Woobat,Zubat,Woobat
3547,Roggenrola,Tepig,Roggenrola
3548,Darumaka,Solrock,Solrock
3549,Palkia,Tirtouga,Palkia
3550,Stantler,Zigzagoon,Stantler
3551,Croagunk,Yveltal,Yveltal
3552,Yveltal,Heracross,Yveltal
3553,Turtwig,Omanyte,Omanyte
3554,Horsea,Yamask,Horsea
3555,Reshiram,Geodude,Reshiram
3556,Wynaut,Skarmory,Skarmory
3557,Bidoof,Venipede,Venipede
3558,Lillipup,Tropius,Lillipup
3559,Tympole,Golett,Golett
3560,Drowzee,Chimchar,Chimchar
3561,Throh,Vullaby,Vullaby
3562,Solosis,Cyndaquil,Cyndaquil
3563,Noibat,Pineco,Noibat
3564,Trapinch,Corphish,Corphish
3565,Makuhita,Jirachi,Jirachi
3566,Mankey,Plusle,Plusle
3567,Elekid,Koffing,Elekid
3568,Sunkern,Wooper,Sunkern
3569,Swinub,Audino,Audino
3570,Munna,Vanillite,Vanillite
3571,Krabby,Diancie,Diancie
3572,Sandile,Solrock,Sandile
3573,Taillow,Darkrai,Darkrai
3574,Throh,Oshawott,Oshawott
3575,Tropius,Snover,Tropius
3576,Solosis,Rhyhorn,Rhyhorn
3577,Lillipup,Mankey,Mankey
3578,Carvanha,Bergmite,Carvanha
3579,Pidove,Noibat,Noibat
3580,Nosepass,Wailmer,Wailmer
3581,Snorunt,Sentret,Snorunt
3582,Axew,Ledyba,Axew
3583,Makuhita,Virizion,Virizion
3584,Gible,Bronzor,Gible
3585,Spearow,Magikarp,Magikarp
3586,Shinx,Audino,Audino
3587,Ponyta,Darkrai,Darkrai
3588,Lillipup,Reshiram,Reshiram
3589,Golett,Mienfoo,Mienfoo
3590,Bronzor,Stantler,Stantler
3591,Pansear,Mantyke,Pansear
3592,Azelf,Jirachi,Azelf
3593,Tyrunt,Nosepass,Tyrunt
3594,Trapinch,Regirock,Regirock
3595,Frillish,Genesect,Genesect
3596,Kyogre,Kyurem,Kyurem
3597,Mienfoo,Celebi,Celebi
3598,Patrat,Numel,Patrat
3599,Sneasel,Goldeen,Sneasel
3600,Dwebble,Kyurem,Kyurem
3601,Ralts,Regirock,Regirock
3602,Froakie,Oddish,Froakie
3603,Exeggcute,Slugma,Exeggcute
3604,Chimchar,Rufflet,Chimchar
3605,Rattata,Sigilyph,Sigilyph
3606,Froakie,Bronzor,Froakie
3607,Bronzor,Spinarak,Spinarak
3608,Starly,Helioptile,Helioptile
3609,Throh,Bagon,Bagon
3610,Pansear,Kabuto,Pansear
3611,Honedge,Rufflet,Rufflet
3612,Duskull,Nincada,Nincada
3613,Absol,Latios,Latios
3614,Manaphy,Karrablast,Manaphy
3615,Sewaddle,Mantyke,Mantyke
3616,Hoppip,Pichu,Pichu
3617,Groudon,Roggenrola,Groudon
3618,Ducklett,Torchic,Ducklett
3619,Tentacool,Pidgey,Tentacool
3620,Tentacool,Zubat,Tentacool
3621,Illumise,Kabuto,Illumise
3622,Phantump,Alomomola,Alomomola
3623,Murkrow,Manaphy,Manaphy
3624,Spearow,Ledyba,Spearow
3625,Lickitung,Sableye,Sableye
3626,Gible,Hoppip,Hoppip
3627,Mesprit,Carnivine,Mesprit
3628,Gastly,Stantler,Stantler
3629,Anorith,Shuppet,Anorith
3630,Taillow,Petilil,Taillow
3631,Spearow,Axew,Spearow
3632,Geodude,Regirock,Regirock
3633,Elekid,Snubbull,Elekid
3634,Treecko,Regice,Treecko
3635,Combee,Carvanha,Combee
3636,Shuppet,Taillow,Taillow
3637,Zorua,Doduo,Doduo
3638,Hoppip,Luvdisc,Luvdisc
3639,Litwick,Gulpin,Gulpin
3640,Weedle,Bonsly,Bonsly
3641,Caterpie,Gastly,Gastly
3642,Genesect,Yamask,Genesect
3643,Panpour,Kyogre,Kyogre
3644,Regice,Minccino,Minccino
3645,Natu,Cubone,Natu
3646,Elekid,Aipom,Elekid
3647,Psyduck,Ralts,Psyduck
3648,Magnemite,Pachirisu,Pachirisu
3649,Shieldon,Darkrai,Darkrai
3650,Spheal,Espurr,Espurr
3651,Virizion,Pachirisu,Virizion
3652,Grimer,Kyurem,Kyurem
3653,Taillow,Sawk,Sawk
3654,Espurr,Shellder,Espurr
3655,Kricketot,Starly,Starly
3656,Ho-oh,Horsea,Ho-oh
3657,Cubone,Stunfisk,Cubone
3658,Chimchar,Skiddo,Chimchar
3659,Misdreavus,Bagon,Misdreavus
3660,Dialga,Piplup,Dialga
3661,Slugma,Combee,Slugma
3662,Gastly,Krabby,Gastly
3663,Snubbull,Mareep,Mareep
3664,Heracross,Yamask,Heracross
3665,Sigilyph,Makuhita,Sigilyph
3666,Mewtwo,Spinda,Mewtwo
3667,Ekans,Mantyke,Ekans
3668,Manaphy,Koffing,Manaphy
3669,Klink,Snivy,Snivy
3670,Elekid,Pancham,Elekid
3671,Sunkern,Zapdos,Zapdos
3672,Squirtle,Diglett,Diglett
3673,Smoochum,Bagon,Smoochum
3674,Tirtouga,Pansage,Pansage
3675,Bellsprout,Yveltal,Yveltal
3676,Swinub,Gulpin,Swinub
3677,Aerodactyl,Registeel,Aerodactyl
3678,Jirachi,Meditite,Jirachi
3679,Kecleon,Pidove,Pidove
3680,Noibat,Cleffa,Noibat
3681,Shuppet,Cleffa,Shuppet
3682,Aipom,Sawk,Sawk
3683,Scraggy,Durant,Durant
3684,Volbeat,Goomy,Volbeat
3685,Tepig,Shieldon,Tepig
3686,Druddigon,Virizion,Virizion
3687,Amaura,Dedenne,Dedenne
3688,Tentacool,Pidgey,Tentacool
3689,Shelmet,Venipede,Venipede
3690,Riolu,Vulpix,Vulpix
3691,Natu,Finneon,Natu
3692,Spritzee,Phanpy,Phanpy
3693,Zekrom,Anorith,Zekrom
3694,Omanyte,Seedot,Omanyte
3695,Beldum,Frillish,Frillish
3696,Skitty,Volbeat,Volbeat
3697,Charmander,Rufflet,Charmander
3698,Tepig,Heracross,Heracross
3699,Duskull,Aron,Aron
3700,Litwick,Binacle,Binacle
3701,Shieldon,Psyduck,Psyduck
3702,Elgyem,Bulbasaur,Bulbasaur
3703,Rotom,Ferroseed,Rotom
3704,Wooper,Solosis,Solosis
3705,Larvitar,Rotom,Rotom
3706,Togepi,Solrock,Solrock
3707,Turtwig,Noibat,Noibat
3708,Mienfoo,Vanillite,Mienfoo
3709,Lunatone,Caterpie,Lunatone
3710,Weedle,Tangela,Tangela
3711,Timburr,Celebi,Celebi
3712,Bidoof,Helioptile,Helioptile
3713,Froakie,Miltank,Miltank
3714,Staryu,Petilil,Staryu
3715,Gligar,Buizel,Buizel
3716,Swirlix,Bonsly,Swirlix
3717,Tentacool,Zigzagoon,Tentacool
3718,Audino,Honedge,Honedge
3719,Cobalion,Zigzagoon,Cobalion
3720,Whismur,Tropius,Tropius
3721,Nincada,Heracross,Heracross
3722,Lickitung,Paras,Lickitung
3723,Luvdisc,Jirachi,Jirachi
3724,Pansear,Blitzle,Blitzle
3725,Drowzee,Foongus,Drowzee
3726,Regice,Munna,Regice
3727,Cacnea,Slugma,Cacnea
3728,Drifloon,Pansage,Drifloon
3729,Illumise,Numel,Illumise
3730,Hoppip,Hippopotas,Hoppip
3731,Phanpy,Lileep,Phanpy
3732,Luvdisc,Sawk,Luvdisc
3733,Shieldon,Scraggy,Scraggy
3734,Kangaskhan,Nincada,Kangaskhan
3735,Drilbur,Regirock,Drilbur
3736,Axew,Binacle,Axew
3737,Hoppip,Spritzee,Hoppip
3738,Bonsly,Rattata,Bonsly
3739,Spheal,Mewtwo,Mewtwo
3740,Magby,Starly,Magby
3741,Aipom,Aerodactyl,Aerodactyl
3742,Whismur,Chatot,Chatot
3743,Slowpoke,Litwick,Litwick
3744,Wynaut,Piplup,Piplup
3745,Happiny,Pichu,Pichu
3746,Spinarak,Bouffalant,Bouffalant
3747,Throh,Druddigon,Druddigon
3748,Heatmor,Rhyhorn,Heatmor
3749,Seel,Munchlax,Munchlax
3750,Cubone,Slowpoke,Cubone
3751,Pansage,Electrike,Electrike
3752,Bronzor,Cryogonal,Cryogonal
3753,Exeggcute,Aerodactyl,Aerodactyl
3754,Petilil,Grimer,Petilil
3755,Manaphy,Raikou,Raikou
3756,Latias,Lotad,Latias
3757,Vullaby,Regigigas,Regigigas
3758,Solosis,Tangela,Tangela
3759,Vulpix,Kyogre,Kyogre
3760,Baltoy,Wailmer,Wailmer
3761,Cacnea,Cryogonal,Cryogonal
3762,Spiritomb,Spheal,Spiritomb
3763,Chimchar,Venonat,Chimchar
3764,Yveltal,Nosepass,Yveltal
3765,Turtwig,Jirachi,Jirachi
3766,Absol,Cranidos,Absol
3767,Elgyem,Natu,Natu
3768,Klink,Zorua,Zorua
3769,Budew,Wurmple,Wurmple
3770,Inkay,Bagon,Bagon
3771,Froakie,Zubat,Froakie
3772,Corphish,Timburr,Timburr
3773,Swirlix,Vulpix,Vulpix
3774,Fennekin,Buneary,Buneary
3775,Aron,Seel,Seel
3776,Spinarak,Tentacool,Tentacool
3777,Purrloin,Sableye,Sableye
3778,Whismur,Meditite,Meditite
3779,Gible,Solosis,Gible
3780,Psyduck,Roggenrola,Psyduck
3781,Qwilfish,Binacle,Qwilfish
3782,Lotad,Whismur,Lotad
3783,Regigigas,Ponyta,Regigigas
3784,Paras,Bronzor,Paras
3785,Sawk,Rattata,Sawk
3786,Froakie,Chikorita,Froakie
3787,Amaura,Munchlax,Amaura
3788,Shuckle,Shuppet,Shuppet
3789,Golett,Groudon,Groudon
3790,Meditite,Taillow,Taillow
3791,Elgyem,Genesect,Genesect
3792,Phanpy,Goomy,Goomy
3793,Igglybuff,Tentacool,Tentacool
3794,Seel,Cresselia,Cresselia
3795,Skorupi,Sableye,Skorupi
3796,Remoraid,Hippopotas,Remoraid
3797,Skorupi,Regirock,Skorupi
3798,Slowpoke,Machop,Machop
3799,Buizel,Stunfisk,Buizel
3800,Gulpin,Scyther,Scyther
3801,Gible,Spiritomb,Gible
3802,Ducklett,Rufflet,Rufflet
3803,Meditite,Teddiursa,Meditite
3804,Corphish,Igglybuff,Corphish
3805,Raikou,Slowpoke,Raikou
3806,Ponyta,Mareep,Ponyta
3807,Plusle,Squirtle,Plusle
3808,Swirlix,Buizel,Buizel
3809,Articuno,Surskit,Articuno
3810,Mudkip,Krabby,Krabby
3811,Mienfoo,Wynaut,Mienfoo
3812,Trapinch,Dratini,Trapinch
3813,Throh,Phantump,Phantump
3814,Carbink,Clauncher,Carbink
3815,Blitzle,Shroomish,Blitzle
3816,Golett,Glameow,Glameow
3817,Palkia,Joltik,Palkia
3818,Bouffalant,Panpour,Panpour
3819,Cranidos,Mawile,Cranidos
3820,Yanma,Piplup,Yanma
3821,Regice,Yveltal,Yveltal
3822,Darumaka,Pachirisu,Pachirisu
3823,Bellsprout,Tirtouga,Bellsprout
3824,Qwilfish,Zangoose,Zangoose
3825,Qwilfish,Gastly,Qwilfish
3826,Sandile,Inkay,Sandile
3827,Togepi,Karrablast,Karrablast
3828,Kricketot,Misdreavus,Misdreavus
3829,Zorua,Nosepass,Zorua
3830,Palkia,Shinx,Palkia
3831,Hoppip,Zubat,Zubat
3832,Snivy,Horsea,Snivy
3833,Bidoof,Wurmple,Bidoof
3834,Sentret,Cyndaquil,Cyndaquil
3835,Darkrai,Wailmer,Darkrai
3836,Trapinch,Castform,Castform
3837,Hippopotas,Geodude,Hippopotas
3838,Heracross,Bergmite,Heracross
3839,Regice,Magnemite,Regice
3840,Phione,Cobalion,Cobalion
3841,Roggenrola,Goldeen,Goldeen
3842,Durant,Scyther,Durant
3843,Spritzee,Mawile,Mawile
3844,Kangaskhan,Mantyke,Kangaskhan
3845,Drowzee,Riolu,Riolu
3846,Finneon,Ekans,Finneon
3847,Throh,Stunky,Stunky
3848,Heatran,Cubone,Heatran
3849,Larvitar,Solrock,Solrock
3850,Taillow,Duskull,Duskull
3851,Skiddo,Mudkip,Skiddo
3852,Roggenrola,Genesect,Genesect
3853,Phantump,Foongus,Phantump
3854,Grimer,Clamperl,Clamperl
3855,Ferroseed,Pancham,Pancham
3856,Bunnelby,Gible,Bunnelby
3857,Meditite,Slugma,Meditite
3858,Jirachi,Minun,Jirachi
3859,Sneasel,Alomomola,Sneasel
3860,Torkoal,Lunatone,Lunatone
3861,Bunnelby,Remoraid,Remoraid
3862,Purrloin,Minun,Minun
3863,Stunfisk,Feebas,Stunfisk
3864,Slowpoke,Gible,Gible
3865,Happiny,Entei,Entei
3866,Duskull,Raikou,Raikou
3867,Solrock,Rayquaza,Rayquaza
3868,Victini,Piplup,Victini
3869,Spinda,Celebi,Celebi
3870,Magikarp,Spearow,Magikarp
3871,Anorith,Growlithe,Anorith
3872,Meowth,Zubat,Meowth
3873,Glameow,Emolga,Emolga
3874,Electrike,Corsola,Electrike
3875,Kabuto,Clauncher,Kabuto
3876,Cherubi,Tauros,Tauros
3877,Exeggcute,Minun,Minun
3878,Kabuto,Misdreavus,Misdreavus
3879,Tyrogue,Elekid,Elekid
3880,Tympole,Kabuto,Tympole
3881,Pachirisu,Carnivine,Carnivine
3882,Binacle,Audino,Audino
3883,Regigigas,Munchlax,Regigigas
3884,Klink,Tepig,Tepig
3885,Pidgey,Karrablast,Karrablast
3886,Wynaut,Girafarig,Girafarig
3887,Zigzagoon,Victini,Victini
3888,Clamperl,Makuhita,Clamperl
3889,Azelf,Throh,Azelf
